,,113學年度大學分發入學　 各系組最低錄取標準及錄取人數一覽表,,,,
系組,,,,錄取人數,普通生,原住民
3135,國立嘉義大學,科技管理學系,英x2.00 數Bx1.50 國x1.50 公x1.00,31,175,-----
3136,國立嘉義大學,資訊管理學系(自然組),數甲x2.00 英x1.50 國x1.00,18,167,-----
3137,國立嘉義大學,資訊管理學系(社會組),數Bx2.00 英x1.50 國x1.00 公x1.00,17,193,-----
3140,國立嘉義大學,行銷與觀光管理學系,國x2.00 英x1.50 數Bx1.00 公x1.00,23,164,-----
3141,國立嘉義大學,財務金融學系,數Bx2.00 英x2.00 國x1.50 公x1.00,38,234,-----
3142,國立嘉義大學,農藝學系,生x2.00 國x1.00 數甲x1.00,23,126,-----
3143,國立嘉義大學,園藝學系,生x2.00 英x1.50 國x1.00 數Ax1.00,18,156.5,-----
3144,國立嘉義大學,森林暨自然資源學系,生x2.00 英x1.50 數Ax1.00 國x1.00,23,160,-----
3145,國立嘉義大學,木質材料與設計學系,物x1.50 化x1.50 英x1.50 數Bx1.00,19,140.5,-----
3146,國立嘉義大學,動物科學系,生x1.50 化x1.50 英x1.50 數Ax1.00 國x1.00,30,229.5,-----
3147,國立嘉義大學,農業生物科技學系,生x1.50 英x1.50 化x1.50 國x1.00,25,161.5,-----
,,,113學年度最低錄取標準-第51頁,,,
系組,,,,錄取人數,普通生,原住民
,校名,系組名,採計及加權,,,
代碼,,,,(含外加),錄取分數,錄取分數
3150,國立嘉義大學,景觀學系(社會組),國x2.00 地x2.00 英x1.00 歷x1.00,16,217,-----
3151,國立嘉義大學,景觀學系(自然組),生x2.00 國x1.50 英x1.00,15,148.5,-----
3152,國立嘉義大學,植物醫學系,生x1.50 化x1.50 英x1.50 數Ax1.00 國x1.00,17,200.5,-----
3153,國立嘉義大學,電子物理學系,物x1.00 數Ax1.00 英x1.00,36,103,-----
3154,國立嘉義大學,應用化學系,化x1.50 英x1.00 數甲x1.00 國x1.00,39,163.5,-----
3155,國立嘉義大學,應用數學系,數甲x2.00 物x1.00 英x1.00,19,121,-----
3156,國立嘉義大學,資訊工程學系,數Ax1.00 英x1.00 物x1.00 國x1.00,21,157,-----
3157,國立嘉義大學,生物機電工程學系,數Ax1.00 物x1.50 英x1.25 國x1.00,35,161.5,-----
3160,國立嘉義大學,土木與水資源工程學系,物x1.00 數Ax1.00 英x1.00 國x1.00,27,130,-----
3161,國立嘉義大學,電機工程學系,數Ax1.00 物x1.00 英x1.00 國x1.00,39,160,-----
3162,國立嘉義大學,機械與能源工程學系,數Ax1.00 物x2.00 英x1.00 國x1.00,31,174,-----
3163,國立嘉義大學,食品科學系,化x1.50 生x1.50 英x1.50 數Ax1.00 國x1.00,30,190.5,-----
3164,國立嘉義大學,水生生物科學系,生x2.00 化x1.50 英x2.00 數Ax1.00 國x1.00,27,203.5,-----
3165,國立嘉義大學,生物資源學系,生x2.00 英x1.50 國x1.00,21,161.5,-----
3166,國立嘉義大學,生化科技學系,生x1.50 化x1.50 英x1.50 國x1.00,23,191.5,199.15
3167,國立嘉義大學,微生物免疫與生物藥學系,生x1.75 化x1.75 英x1.50 國x1.00,29,215.5,-----
3170,國立嘉義大學,獸醫學系,英x1.25 生x1.25 化x1.25 數Ax1.00 國x1.00,28,283.75,-----
3171,國立高雄大學,西洋語文學系,英x2.00 國x1.00 歷x1.00,20,157,-----
3172,國立高雄大學,運動健康與休閒學系,國x1.50 數Bx1.50 公x1.00,34,131,131.2
3173,國立高雄大學,東亞語文學系日語組,國x2.00 英x2.00 歷x1.00 地x1.00,8,260,-----
3174,國立高雄大學,東亞語文學系韓語組,國x2.00 英x2.00 歷x1.00 地x1.00,6,270,272.15
3175,國立高雄大學,東亞語文學系越語組,國x2.00 英x2.00 歷x1.00 地x1.00,4,256,-----
3176,國立高雄大學,工藝與創意設計學系,國x2.00 英x1.50 歷x2.00,12,224.5,-----
3177,國立高雄大學,建築學系,國x2.00 英x2.00 物x1.00,12,213,-----
3200,國立高雄大學,法律學系,國x1.25 英x1.25 歷x1.00 公x1.00,41,206.75,236.8
3201,國立高雄大學,政治法律學系,英x1.50 國x1.25 公x1.50 歷x1.00,29,238,246.5
3202,國立高雄大學,財經法律學系,國x1.25 英x1.25 公x1.00,25,157.25,-----
3203,國立高雄大學,應用經濟學系,數Bx2.00 英x2.00 國x1.50 公x1.00,32,247.5,-----
3204,國立高雄大學,亞太工商管理學系企業管理組,英x1.25 數Bx1.25 公x1.00,10,132.25,-----
3205,國立高雄大學,亞太工商管理學系工業管理組,英x1.25 數Ax1.25 物x1.00,7,121,-----
3206,國立高雄大學,資訊管理學系,英x1.50 數Bx1.50 國x1.00 公x1.00,24,193.5,-----
3207,國立高雄大學,財務金融學系,英x1.50 數Bx1.50 國x1.00 公x1.50,29,224,-----
3210,國立高雄大學,應用數學系,數甲x2.00 國x1.25 英x1.00 數Ax1.50,30,209.5,-----
,,,113學年度最低錄取標準-第52頁,,,
系組,,,,錄取人數,普通生,原住民
,校名,系組名,採計及加權,,,
代碼,,,,(含外加),錄取分數,錄取分數
3211,國立高雄大學,應用化學系,化x2.00 數Ax1.00 物x1.00,22,159,-----
3212,國立高雄大學,應用物理學系,物x2.00 數甲x1.50 英x1.00 國x1.00,29,204.5,-----
3213,國立高雄大學,生命科學系,生x1.50 化x1.50 英x1.25 數Ax1.00,27,171.5,-----
3214,國立高雄大學,電機工程學系,數甲x1.50 物x1.50 英x1.50 化x1.00 國x1.00,64,258.5,-----
3215,國立高雄大學,土木與環境工程學系,數甲x2.00 物x1.50 化x1.50 英x1.00 國x1.00,29,242,-----
3216,國立高雄大學,化學工程及材料工程學系,化x1.50 物x1.25 英x1.25 數甲x1.00 國x1.00,24,240.25,-----
3217,國立高雄大學,資訊工程學系,數甲x2.00 英x2.00 物x1.00 國x1.00,17,246,-----
3220,慈濟大學,醫學系(自費),生x1.00 英x1.00 化x1.00 數甲x1.00 物x1.00,21,263,264.6
3221,慈濟大學,醫學系(公費),生x1.00 英x1.00 化x1.00 數甲x1.00 物x1.00,3,260,-----
3222,慈濟大學,藥學系,化x1.25 生x1.25 英x1.00 國x1.00 數甲x1.00,15,283.5,-----
3223,慈濟大學,醫學檢驗生物技術學系,生x1.50 化x1.50 英x1.00,11,147,-----
3224,慈濟大學,公共衛生學系,國x1.00 英x1.00 數甲x1.00,12,76,-----
3225,慈濟大學,護理學系,生x2.00 英x2.00 國x1.00,23,145,163.75
3226,慈濟大學,醫學資訊學系,數Bx2.00 英x1.50 物x1.00,21,74.5,-----
3227,慈濟大學,物理治療學系,英x2.00 生x1.00 數甲x1.00,9,173,-----
3230,慈濟大學,生物醫學暨工程學系,化x2.00 數Ax1.50 英x1.00,16,96,-----
3231,慈濟大學,分子生物暨人類遺傳學系,生x2.00 英x2.00 國x1.00,9,148,-----
3232,慈濟大學,傳播學系,國x2.00 英x1.00 公x1.00,1,109,-----
3233,慈濟大學,兒童發展與家庭教育學系,國x2.00 公x2.00 英x1.50,2,153.5,-----
3234,慈濟大學,社會工作學系,社x1.50 公x1.50 國x1.00,1,117.5,-----
3235,慈濟大學,人類發展與心理學系,國x2.00 英x1.50 公x1.50,3,120.5,-----
3236,慈濟大學,東方語文學系,國x2.00 社x1.00 公x1.00,0,-----,-----
3237,慈濟大學,外國語文學系,英x2.00 國x1.50 公x1.00,0,-----,-----
3240,慈濟大學,國際服務產業管理學士學位學程,英x2.00 國x1.00 公x1.00,1,71,-----
3241,臺北醫學大學,醫學系(自費),英x1.00 生x1.00 化x1.00 數甲x1.00 物x1.00,59,274,306.45
3242,臺北醫學大學,醫學系(公費),英x1.00 生x1.00 化x1.00 數甲x1.00 物x1.00,2,261,-----
3243,臺北醫學大學,牙醫學系,英x1.00 生x1.00 化x1.00 物x1.00 數甲x1.00,18,274,324
3244,臺北醫學大學,藥學系藥學組,化x1.25 英x1.75 生x2.00 數甲x1.00 國x1.00,29,370,-----
3245,臺北醫學大學,藥學系臨床藥學組,英x1.75 化x1.25 生x2.00 數甲x1.00 國x1.00,10,373.75,-----
3246,臺北醫學大學,醫學檢驗暨生物技術學系,生x1.50 英x1.50 化x1.50 國x1.00,27,270.5,-----
3247,臺北醫學大學,護理學系,生x1.50 英x1.50 國x1.00 數甲x1.00,17,219,-----
3250,臺北醫學大學,保健營養學系,化x2.00 生x1.50 英x2.00 數甲x1.00,13,281.5,-----
3251,臺北醫學大學,公共衛生學系,英x1.50 化x1.50 生x1.50 數甲x1.00,16,227.5,248.2
,,,113學年度最低錄取標準-第53頁,,,
系組,,,,錄取人數,普通生,原住民
,校名,系組名,採計及加權,,,
代碼,,,,(含外加),錄取分數,錄取分數
3252,臺北醫學大學,醫務管理學系,英x1.50 國x1.25 數Bx1.25 公x1.00,23,200.25,-----
3253,臺北醫學大學,呼吸治療學系,英x1.50 生x1.25 化x1.25,16,184.75,-----
3254,臺北醫學大學,高齡健康暨長期照護學系,生x1.50 英x1.50 數甲x1.00,10,157,-----
3255,臺北醫學大學,牙體技術學系,英x1.50 生x1.25 化x1.25 國x1.00,6,243.5,-----
3256,臺北醫學大學,口腔衛生學系,英x1.25 生x1.25 國x1.00,10,165.5,170.75
3257,臺北醫學大學,生物醫學工程學系,生x2.00 數Ax1.00 英x1.00,12,193,-----
3260,臺北醫學大學,食品安全學系,英x1.50 化x1.50 數Ax1.00 生x1.50 國x1.00,5,277,-----
3261,康寧大學,嬰幼兒保育學系(台北校區),公x2.00 歷x1.00 地x1.00,8,63,-----
3262,康寧大學,長期照護學系(台北校區),公x1.25 歷x1.00 地x1.00,11,64.75,-----
3263,佛光大學,建築環境設計學士學位學程(社會組),國x2.00 公x2.00 歷x1.75,0,-----,-----
3264,佛光大學,建築環境設計學士學位學程(自然組),國x2.00 英x2.00 物x1.75,2,135.75,-----
3265,佛光大學,傳播學系(數位媒體組),國x2.00 歷x2.00 英x1.75,1,178.75,-----
3266,佛光大學,傳播學系(廣告公關組),國x2.00 社x2.00 公x1.75,0,-----,-----
3267,佛光大學,傳播學系(流行音樂傳播組),國x2.00 歷x2.00 公x1.75,0,-----,-----
3270,佛光大學,資訊應用學系(資訊系統與智慧應用組),國x2.00 英x1.00 物x2.00,5,99,-----
3271,佛光大學,資訊應用學系(動畫與數位內容組),國x2.00 歷x2.00 公x1.75,1,136.75,-----
3272,佛光大學,資訊應用學系(數位遊戲開發組),國x2.00 化x1.00 物x2.00,5,122,-----
3273,佛光大學,中國文學與應用學系,歷x2.00 國x2.00 公x1.75,0,-----,-----
3274,佛光大學,歷史學系(A組),歷x2.00 國x2.00 社x1.75,1,146.75,-----
3275,佛光大學,歷史學系(B組),歷x2.00 國x2.00 公x1.75,0,-----,-----
3276,佛光大學,外國語文學系(英日組),英x2.00 國x2.00 歷x1.75,1,155.25,-----
3277,佛光大學,外國語文學系(英韓組),英x2.00 國x2.00 公x1.75,1,174.75,-----
3300,佛光大學,社會學暨社會工作學系,國x2.00 社x2.00 歷x1.75,0,-----,-----
3301,佛光大學,心理學系,英x2.00 數Bx2.00 國x2.00 公x1.00,7,110,-----
3302,佛光大學,公共事務學系(國際與兩岸事務組),國x2.00 歷x2.00 公x1.75,0,-----,-----
3303,佛光大學,公共事務學系(行政管理組),國x2.00 社x2.00 公x1.75,1,128.5,-----
3304,佛光大學,管理學系(經營管理組),國x2.00 社x2.00 公x1.75,1,164.25,-----
3305,佛光大學,管理學系(行銷與休閒管理組),國x2.00 社x1.75 歷x2.00,1,163.5,-----
3306,佛光大學,應用經濟學系(財務金融組),公x2.00 歷x2.00 地x1.75,3,159,-----
3307,佛光大學,應用經濟學系(國際商務組),公x2.00 國x2.00 英x1.75,0,-----,-----
3310,佛光大學,樂活產業學系,國x2.00 社x2.00 公x1.75,1,156,-----
3311,佛光大學,健康與創意蔬食產業學系,國x2.00 公x2.00 社x1.75,0,-----,-----
,,健康產業管理學系(跨領域高齡智慧照顧,,,,
3312,亞洲大學,,國x2.00 公x2.00 英x1.00,6,150,-----
,,組),,,,
,,,113學年度最低錄取標準-第54頁,,,
系組,,,,錄取人數,普通生,原住民
,校名,系組名,採計及加權,,,
代碼,,,,(含外加),錄取分數,錄取分數
3313,亞洲大學,健康產業管理學系(醫療機構管理組),國x2.00 歷x2.00 英x1.00,5,156,-----
3314,亞洲大學,食品營養與保健生技學系(食品營養組),生x2.00 英x1.00 國x2.00,13,181,194.85
,,食品營養與保健生技學系(藥用化粧品醫,,,,
3315,亞洲大學,,化x2.00 英x1.00 國x2.00,13,154,-----
,,美組),,,,
3316,亞洲大學,醫學檢驗暨生物技術學系(醫事檢驗組),生x2.00 英x1.00 化x1.50 國x2.00,26,235.5,-----
3317,亞洲大學,醫學檢驗暨生物技術學系(生物技術組),生x2.00 英x2.00 國x1.50,13,204.5,-----
3320,亞洲大學,心理學系(心理師研修組),英x2.00 國x2.00 生x1.00,12,184,-----
3321,亞洲大學,心理學系(諮商與臨床心理組),英x2.00 國x2.00 公x1.00,9,173,179.2
3322,亞洲大學,心理學系(工商與社會心理組),英x2.00 國x2.00 歷x1.00,7,160,168.7
3323,亞洲大學,視光學系,英x1.50 生x1.50 國x2.00,29,181.5,-----
3324,亞洲大學,聽力暨語言治療學系,生x2.00 英x2.00 國x1.00,6,208,-----
3325,亞洲大學,職能治療學系,英x2.00 生x2.00 國x1.00,5,212,-----
3326,亞洲大學,物理治療學系,英x2.00 生x2.00 國x1.00,5,236,-----
3327,亞洲大學,護理學系(國際護理組),英x1.50 公x1.00 數Ax1.00,7,73,-----
3330,亞洲大學,護理學系(銀髮智慧照護組),英x1.00 國x1.50 公x1.00,3,114,-----
3331,亞洲大學,護理學系(臨床照護組),英x1.50 國x1.50 化x1.00,24,113.5,-----
3332,亞洲大學,長期照護學系,國x1.50 公x1.50 歷x1.00,4,116.5,-----
3333,亞洲大學,生物資訊與醫學工程學系(生醫資訊組),數Bx1.00 化x2.00 國x2.00,5,172,-----
3334,亞洲大學,生物資訊與醫學工程學系(醫學工程組),數Bx1.00 物x2.00 國x2.00,9,153,-----
3335,亞洲大學,資訊工程學系(人工智慧組),國x2.00 英x1.00 數Bx1.00 地x1.00,18,149,-----
3336,亞洲大學,資訊工程學系(智慧電子組),英x1.00 數Bx1.00 物x1.00,17,81,-----
3337,亞洲大學,行動商務與多媒體應用學系,英x1.00 國x2.00 歷x2.00,21,125,-----
3340,亞洲大學,資訊傳播學系,國x2.00 英x1.00 歷x2.00,7,156,-----
3341,亞洲大學,經營管理學系(行銷與企業管理組),國x1.00 英x1.00 公x1.00,11,85,-----
3342,亞洲大學,經營管理學系(休閒遊憩管理組),國x1.00 歷x1.00 英x1.00,5,83,-----
3343,亞洲大學,會計與資訊學系,國x2.00 公x1.00 歷x1.00,13,128,-----
3344,亞洲大學,財務金融學系(投資理財組),國x1.00 公x2.00 英x1.00,7,127,-----
3345,亞洲大學,財務金融學系(金融科技組),國x1.00 地x2.00 英x1.00,7,134,-----
3346,亞洲大學,財經法律學系,公x2.00 國x2.00 歷x1.00,36,169,-----
3347,亞洲大學,外國語文學系,英x2.00 國x2.00 歷x1.00,23,86,-----
3350,亞洲大學,社會工作學系(兒少家庭與心衛社工組),國x2.00 公x2.00 英x1.00,13,140,-----
3351,亞洲大學,社會工作學系(醫務與長期照顧社工組),國x2.00 歷x2.00 英x1.00,21,114,-----
3352,亞洲大學,幼兒教育學系(師資培育學系),國x2.00 歷x1.00 數Bx1.00,29,71,-----
3353,亞洲大學,數位媒體設計學系(動漫遊戲組),國x2.00 英x1.00 歷x2.00,8,167,-----
,,,113學年度最低錄取標準-第55頁,,,
系組,,,,錄取人數,普通生,原住民
,校名,系組名,採計及加權,,,
代碼,,,,(含外加),錄取分數,錄取分數
3354,亞洲大學,數位媒體設計學系(視覺傳達組),國x2.00 英x1.00 公x2.00,8,146,-----
3355,亞洲大學,創意商品設計學系,國x1.00 英x1.00 公x1.00,8,73,-----
3356,亞洲大學,時尚設計學系,國x2.00 英x1.00 公x2.00,19,124,-----
3357,亞洲大學,室內設計學系(商業空間組),歷x2.00 英x1.50 地x1.00,5,132,-----
3360,亞洲大學,室內設計學系(住宅空間組),歷x2.00 英x1.50 國x1.00,8,133.5,-----
3361,國立宜蘭大學,外國語文學系,英x2.00 國x1.50 歷x1.00,10,139,-----
3362,國立宜蘭大學,應用經濟與管理學系,英x1.50 公x1.50 國x1.00 數Bx1.00,34,141.5,-----
3363,國立宜蘭大學,休閒產業與健康促進學系,英x1.50 國x1.00 地x2.00,8,142.5,-----
3364,國立宜蘭大學,土木工程學系,物x2.00 國x1.50 數甲x1.00,30,133.5,-----
3365,國立宜蘭大學,機械與機電工程學系,數甲x1.00 物x1.00 英x1.00 國x1.00,30,124,-----
3366,國立宜蘭大學,化學工程與材料工程學系,數甲x1.50 化x1.50 物x1.50 英x1.00,46,145.5,-----
3367,國立宜蘭大學,環境工程學系,數甲x1.00 國x2.00 英x1.00 化x2.00,15,186,-----
3370,國立宜蘭大學,生物機電工程學系,數甲x1.00 物x1.00 英x1.00 國x1.00,20,121,-----
3371,國立宜蘭大學,食品科學系,化x2.00 自x2.00 英x1.00 國x1.00,29,178,-----
3372,國立宜蘭大學,生物技術與動物科學系,生x2.00 英x1.00 化x1.00,25,120,-----
3373,國立宜蘭大學,森林暨自然資源學系,生x1.50 化x1.00 數Bx1.00 國x1.50,17,145,-----
3374,國立宜蘭大學,園藝學系,化x1.00 自x1.00 國x1.00,10,93,-----
3375,國立宜蘭大學,電機工程學系,數甲x2.00 物x1.00 英x1.00 國x1.00,25,175,-----
3376,國立宜蘭大學,電子工程學系,數甲x1.00 物x2.00 英x1.50 國x1.00,27,180.5,-----
3377,國立宜蘭大學,資訊工程學系,數甲x1.00 物x1.00 英x1.50 國x1.00,15,162,-----
3400,國立聯合大學,機械工程學系,物x2.00 數Ax1.00 國x1.00,34,120,126.2
3401,國立聯合大學,化學工程學系,數Ax2.00 化x2.00 物x2.00 國x1.00,20,209,-----
3402,國立聯合大學,材料科學工程學系,物x1.00 化x1.00 數Ax1.00 英x1.00 國x1.00,28,147,-----
3403,國立聯合大學,環境與安全衛生工程學系,化x1.50 國x1.00 數甲x1.00,19,100.5,113.95
3404,國立聯合大學,土木與防災工程學系,數Ax1.50 物x1.50 國x1.00,18,112.5,-----
3405,國立聯合大學,能源工程學系,數甲x1.00 物x1.00 化x1.00,12,75,-----
3406,國立聯合大學,建築學系,國x2.00 英x1.50 數甲x1.50,26,155.5,-----
3407,國立聯合大學,工業設計學系(自然組),國x2.00 英x2.00 數甲x1.00,3,174,-----
3410,國立聯合大學,工業設計學系(社會組),國x2.00 英x2.00 數Bx1.00 公x1.00,8,170,-----
3411,國立聯合大學,電機工程學系,數Ax1.50 物x1.50 英x1.00,47,122,132.3
3412,國立聯合大學,電子工程學系(甲組),數Ax2.00 英x1.00 物x1.50 國x1.50,22,194,-----
3413,國立聯合大學,電子工程學系(乙組),數Ax2.00 英x1.00 化x1.50 國x1.50,22,191,-----
3414,國立聯合大學,光電工程學系,物x2.00 化x1.50 國x1.50 數Ax1.00,26,179.5,-----
,,,113學年度最低錄取標準-第56頁,,,
系組,,,,錄取人數,普通生,原住民
,校名,系組名,採計及加權,,,
代碼,,,,(含外加),錄取分數,錄取分數
3415,國立聯合大學,資訊工程學系(A組),數甲x2.00 英x2.00 國x1.75 物x1.00,17,222.75,-----
3416,國立聯合大學,資訊工程學系(B組),數甲x2.00 英x2.00 國x1.75,16,195.5,-----
3417,國立聯合大學,經營管理學系,英x2.00 國x1.00 公x1.00 數Bx1.00,40,114,-----
3420,國立聯合大學,財務金融學系,英x1.50 數Bx1.50 國x1.00 公x1.00,29,134,-----
3421,國立聯合大學,資訊管理學系,數Bx2.00 國x2.00 英x1.75 公x1.00,28,191.5,194.65
3422,國立聯合大學,臺灣語文與傳播學系,國x2.00 英x2.00 歷x1.50,16,99.5,-----
3423,國立聯合大學,華語文學系,國x2.00 公x1.00 英x1.00,13,76,-----
3424,國立聯合大學,文化觀光產業學系,國x2.00 英x2.00 歷x1.00,22,91,-----
3425,國立聯合大學,文化創意與數位行銷學系,國x2.00 英x1.00 歷x2.00,14,145,-----
3426,馬偕醫學院,醫學系,生x1.00 化x1.00 物x1.00 英x1.00 數甲x1.00,12,269,309.15
3427,馬偕醫學院,護理學系,英x1.50 國x1.50 生x1.50 化x1.00,53,170,-----
3430,馬偕醫學院,聽力暨語言治療學系聽力組,英x1.50 物x1.50 生x1.50 國x1.00 數Ax1.00,13,239,-----
3431,馬偕醫學院,聽力暨語言治療學系語言組,英x1.25 國x1.25 生x1.50 物x1.00 數Ax1.00,10,246.25,-----
3432,馬偕醫學院,視光學系,生x1.50 物x1.25 英x1.50 國x1.00,22,171,-----
3433,馬偕醫學院,醫學檢驗暨再生醫學學系,生x1.50 化x1.50 英x1.00 國x1.00,10,216.5,-----
3434,國立金門大學,應用英語學系,英x2.00 國x2.00 歷x1.00,4,93,-----
3435,國立金門大學,運動與休閒學系,國x2.00 歷x2.00 社x1.50,8,121,-----
